State,HighQ,HighQN,MedQ,MedQN,LowQ,LowQN,date
Missouri,357.93,2014,245.97,1848,NA,274,8/28/2014
Pennsylvania,366.04,5012,267.8,4380,NA,469,8/28/2014
Rhode Island,321.22,658,258.25,476,NA,42,8/28/2014
South Carolina,342,1512,202.36,1240,NA,152,8/28/2014
South Dakota,376.44,197,348.33,228,NA,22,8/28/2014
Tennessee,352.82,2026,225.81,1669,NA,198,8/28/2014
Texas,336.83,7548,232.31,7639,NA,1067,8/28/2014
Utah,287.43,873,238.53,932,NA,57,8/28/2014
Vermont,374.86,333,317.28,320,NA,28,8/28/2014
Virginia,366.79,3157,291.66,2716,NA,257,8/28/2014
Washington,232.78,3026,189.77,3164,NA,144,8/28/2014
West Virginia,354.47,497,215.8,487,NA,55,8/28/2014
Wisconsin,352.94,2029,271.74,1920,NA,149,8/28/2014
Wyoming,330.41,117,356.25,170,NA,12,8/28/2014
Alabama,339.81,1425,204.21,1304,NA,162,9/28/2014
Alaska,291.41,331,262.29,423,NA,34,9/28/2014
Arizona,300.18,2444,210.17,2193,NA,290,9/28/2014
Arkansas,345.81,779,180.07,747,NA,136,9/28/2014
California,245,15392,191.03,17331,NA,1000,9/28/2014
Colorado,238.23,2897,196.95,2519,NA,168,9/28/2014
Connecticut,340.7,1669,270.32,1819,NA,112,9/28/2014
Delaware,365.92,458,231.45,394,NA,39,9/28/2014
District of Columbia,350.45,600,288.85,513,NA,48,9/28/2014
Florida,302.18,8707,217.86,7418,NA,650,9/28/2014
Georgia,326.51,4102,217.3,3128,NA,287,9/28/2014
Hawaii,310.34,421,268.95,473,NA,29,9/28/2014
Idaho,276.15,402,247.95,607,NA,33,9/28/2014
Illinois,356.4,5209,282.95,4985,NA,419,9/28/2014
Indiana,332.75,2208,213.22,2037,NA,307,9/28/2014
Iowa,365.93,897,289.04,921,NA,114,9/28/2014
Kansas,350.67,1082,262.82,903,NA,130,9/28/2014
Kentucky,338.53,1367,174.37,1357,NA,170,9/28/2014
Louisiana,365.68,1413,243.74,1229,NA,296,9/28/2014
Maine,314.86,569,245.54,594,NA,59,9/28/2014
Montana,266.44,695,251.08,342,NA,30,9/28/2014
Nebraska,338.86,653,250.06,660,NA,74,9/28/2014
Nevada,268.45,1141,229.7,1289,NA,76,9/28/2014
New Hampshire,356.43,548,291.15,595,NA,47,9/28/2014
New Jersey,348.39,2836,287.62,3792,NA,239,9/28/2014
New Mexico,288.43,730,202.56,595,NA,59,9/28/2014
New York,346.72,7291,264.75,7907,NA,582,9/28/2014
North Carolina,347.85,3734,245.44,2720,NA,288,9/28/2014
North Dakota,402.61,190,347.88,283,NA,21,9/28/2014
Ohio,334.28,3926,217.81,3891,NA,514,9/28/2014
Oklahoma,364.79,990,233.39,962,NA,176,9/28/2014
Oregon,208.09,2032,182.45,1802,NA,85,9/28/2014
Maryland,369.74,2612,253.12,2205,NA,185,9/28/2014
Massachusetts,349.56,3741,288.66,3401,NA,272,9/28/2014
Michigan,289.91,3760,273.64,3387,NA,277,9/28/2014
Minnesota,354.58,2184,275.49,2204,NA,117,9/28/2014
Mississippi,337.05,557,145.32,490,NA,133,9/28/2014
Missouri,357.93,2050,245.69,1901,NA,276,9/28/2014
Pennsylvania,365.38,5089,267.55,4459,NA,475,9/28/2014
Rhode Island,320.23,666,259.28,483,NA,43,9/28/2014
South Carolina,341.27,1540,203.28,1262,NA,155,9/28/2014
South Dakota,377.57,201,349.65,231,NA,24,9/28/2014
Tennessee,352.11,2057,226.84,1697,NA,200,9/28/2014
Texas,336.72,7647,232.62,7770,NA,1083,9/28/2014
Utah,287.65,886,238.55,955,NA,58,9/28/2014
Vermont,374.25,335,315.94,329,NA,29,9/28/2014
Virginia,366.55,3210,291.46,2773,NA,262,9/28/2014
Washington,233.18,3070,189.36,3227,NA,145,9/28/2014
West Virginia,355.46,504,215.99,493,NA,57,9/28/2014
Wisconsin,352.33,2069,272.45,1966,NA,152,9/28/2014
Wyoming,328.51,119,356.25,170,NA,12,9/28/2014
Alabama,338.62,1448,204.95,1340,NA,171,10/28/2014
Alaska,291.25,336,261.83,434,NA,36,10/28/2014
Arizona,300.12,2484,210.52,2239,NA,295,10/28/2014
Arkansas,344.39,796,180.02,767,NA,139,10/28/2014
California,245.05,15634,190.98,17701,NA,1011,10/28/2014
Colorado,237.43,2948,196.34,2596,NA,171,10/28/2014
Connecticut,340.3,1710,270.89,1875,NA,116,10/28/2014
Delaware,364.28,468,233.21,402,NA,39,10/28/2014
District of Columbia,349.97,612,288.03,524,NA,48,10/28/2014
Florida,301.74,8857,217.91,7570,NA,656,10/28/2014
Georgia,325.85,4167,216.97,3171,NA,289,10/28/2014
Hawaii,310.97,426,267.46,481,NA,29,10/28/2014
Idaho,276.15,414,247.45,620,NA,35,10/28/2014
Illinois,355.64,5290,282.95,5105,NA,426,10/28/2014
Indiana,332.4,2240,214,2076,NA,313,10/28/2014
Iowa,365.6,917,288.89,941,NA,115,10/28/2014
Kansas,350.88,1099,261.68,922,NA,132,10/28/2014
Kentucky,339.5,1387,173.9,1386,NA,173,10/28/2014
Louisiana,365.18,1432,243.07,1249,NA,300,10/28/2014
Maine,315.64,581,243.85,610,NA,59,10/28/2014
Montana,265.95,709,247.74,347,NA,30,10/28/2014
Nebraska,340.79,663,248.22,668,NA,74,10/28/2014
Nevada,267.19,1166,229.44,1314,NA,76,10/28/2014
New Hampshire,356.55,557,290.51,614,NA,49,10/28/2014
New Jersey,348.15,2892,287.92,3877,NA,243,10/28/2014
New Mexico,288.34,742,213.77,607,NA,60,10/28/2014
New York,345.74,7404,264.7,8068,NA,591,10/28/2014
North Carolina,347.85,3807,245.57,2785,NA,295,10/28/2014
North Dakota,393.66,198,343.23,299,NA,22,10/28/2014
Ohio,333.89,3994,217.46,3970,NA,519,10/28/2014
Oklahoma,363.57,1014,234.27,984,NA,181,10/28/2014
Oregon,207.89,2065,181.57,1833,NA,86,10/28/2014
Maryland,368.78,2677,252.68,2266,NA,187,10/28/2014
Massachusetts,348.89,3798,288.17,3474,NA,275,10/28/2014
Michigan,290.54,3813,272.23,3456,NA,283,10/28/2014
Minnesota,353.72,2227,275.57,2267,NA,119,10/28/2014
Mississippi,336.53,571,146.83,504,NA,135,10/28/2014
Missouri,353.05,2086,246.07,1950,NA,283,10/28/2014
Pennsylvania,364.21,5193,268.73,4562,NA,482,10/28/2014
Rhode Island,319.09,677,260.65,501,NA,46,10/28/2014
South Carolina,340.34,1570,203,1285,NA,157,10/28/2014
South Dakota,377.28,207,348.54,233,NA,25,10/28/2014
Tennessee,351.46,2095,226.48,1746,NA,203,10/28/2014
Texas,336.64,7743,232.85,7907,NA,1093,10/28/2014
Utah,287.56,895,237.88,974,NA,58,10/28/2014
Vermont,373.04,338,312.08,340,NA,29,10/28/2014
Virginia,367.11,3276,292.7,2835,NA,264,10/28/2014
Washington,233.44,3136,189.56,3303,NA,145,10/28/2014
West Virginia,355.04,515,217.8,502,NA,58,10/28/2014
Wisconsin,352.19,2102,272.47,2024,NA,156,10/28/2014
Wyoming,331.66,120,353.86,178,NA,12,10/28/2014
Alabama,339.38,1488,205.61,1397,NA,178,11/28/2014
Alaska,291.43,343,269.08,455,NA,37,11/28/2014
Arizona,299.91,2562,210.55,2322,NA,298,11/28/2014
Arkansas,343.71,824,206.06,801,NA,141,11/28/2014
California,244.51,16079,190.33,18414,NA,1058,11/28/2014
Colorado,243.96,3046,195.44,2733,NA,175,11/28/2014
Connecticut,339.13,1778,269.25,1970,NA,120,11/28/2014
Delaware,363.93,476,236.26,416,NA,40,11/28/2014
District of Columbia,348.8,639,281.09,559,NA,49,11/28/2014
Florida,300.92,9119,217.58,7861,NA,673,11/28/2014
Georgia,324.91,4282,217.41,3319,NA,299,11/28/2014
Hawaii,309.87,438,266.75,494,NA,29,11/28/2014
Idaho,275.53,429,245.56,651,NA,35,11/28/2014
Illinois,354.97,5449,283.26,5316,NA,435,11/28/2014
Indiana,332.71,2316,213.78,2157,NA,318,11/28/2014
Iowa,365.54,947,290.01,998,NA,117,11/28/2014
Kansas,350.58,1125,261.87,955,NA,135,11/28/2014
Kentucky,338.87,1444,182.42,1447,NA,175,11/28/2014
Louisiana,363.28,1470,241.05,1303,NA,309,11/28/2014
Maine,315.46,596,236.01,641,NA,60,11/28/2014
Montana,265.92,720,247.79,361,NA,32,11/28/2014
Nebraska,337.81,682,246.76,699,NA,75,11/28/2014
Nevada,266.75,1195,227.25,1372,NA,78,11/28/2014
New Hampshire,355.59,575,295.52,636,NA,51,11/28/2014
New Jersey,346.21,2979,287.19,4039,NA,250,11/28/2014
New Mexico,288.52,767,215.89,637,NA,64,11/28/2014
New York,345.18,7625,264.38,8397,NA,609,11/28/2014
North Carolina,346.26,3958,245.08,2911,NA,308,11/28/2014
North Dakota,397.09,204,346.14,310,NA,23,11/28/2014
Ohio,333.23,4110,218.55,4120,NA,534,11/28/2014
Oklahoma,357.19,1061,234.94,1026,NA,188,11/28/2014
Oregon,207.04,2124,181.13,1947,NA,90,11/28/2014
Maryland,367.1,2770,255.29,2365,NA,191,11/28/2014
Massachusetts,347.73,3898,287.14,3640,NA,281,11/28/2014
Michigan,289.33,3901,270.47,3605,NA,289,11/28/2014
Minnesota,352.61,2295,274.35,2368,NA,122,11/28/2014
Mississippi,337.37,585,147.9,524,NA,139,11/28/2014
Missouri,351.94,2152,245.16,2034,NA,289,11/28/2014
Pennsylvania,363.6,5365,268.79,4768,NA,493,11/28/2014
Rhode Island,318.26,703,260.35,533,NA,46,11/28/2014
South Carolina,338.58,1624,204.22,1355,NA,161,11/28/2014
South Dakota,356.93,217,348.91,247,NA,25,11/28/2014
Tennessee,350.23,2166,225.69,1834,NA,211,11/28/2014
Texas,335.52,7996,233.03,8221,NA,1123,11/28/2014
Utah,290.27,931,237.43,1007,NA,60,11/28/2014
Vermont,372.27,349,310.94,352,NA,32,11/28/2014
Virginia,365.58,3387,292.29,2963,NA,277,11/28/2014
Washington,233.84,3245,189.64,3436,NA,153,11/28/2014
West Virginia,358.03,534,220.83,521,NA,59,11/28/2014
Wisconsin,351.02,2174,273.95,2102,NA,162,11/28/2014
Wyoming,326.89,125,354.2,184,NA,12,11/28/2014
Alabama,339.65,1033,198.04,926,147.15,122,12/28/2013
Alaska,288.75,252,260.82,296,388.58,26,12/28/2013
Arizona,303.52,1934,209.19,1619,189.45,222,12/28/2013
Arkansas,361.78,575,184.9,543,125.87,112,12/28/2013
California,248.74,12025,193.44,12728,193.88,770,12/28/2013
Colorado,236.19,2138,195.56,1685,237.04,123,12/28/2013
Connecticut,348.21,1284,274.34,1303,257.36,91,12/28/2013
Delaware,373.96,344,227.92,271,199.88,34,12/28/2013
District of Columbia,352.2,431,296.06,343,213.72,39,12/28/2013
Florida,306.59,6473,220.18,5212,157.82,511,12/28/2013
Georgia,332.09,3075,213.18,2254,142.75,224,12/28/2013
Hawaii,310.96,328,270.23,349,160.46,25,12/28/2013
Idaho,275.62,312,254.63,444,132.61,20,12/28/2013
Illinois,359.77,3994,287.49,3614,181.51,328,12/28/2013
Indiana,336.11,1656,206.33,1442,154.05,248,12/28/2013
Iowa,371.99,695,292.43,646,253.75,102,12/28/2013
Kansas,353.78,831,261.22,623,121.88,107,12/28/2013
Kentucky,337.56,1011,183.21,977,120.31,132,12/28/2013
Louisiana,378.1,1067,242.91,857,153.73,224,12/28/2013
Maine,321.13,447,258.75,423,218.95,51,12/28/2013
Montana,279.73,585,258.24,257,734.65,22,12/28/2013
Nebraska,353.89,503,246.62,507,142.99,62,12/28/2013
Nevada,269.97,896,219.03,922,233.47,60,12/28/2013
New Hampshire,366.06,420,289.81,440,561.05,38,12/28/2013
New Jersey,355.03,2233,294.08,2789,226.61,184,12/28/2013
New Mexico,294.88,557,216.55,434,63.7,42,12/28/2013
New York,351.92,5775,268.83,5786,190.31,479,12/28/2013
North Carolina,355.87,2760,247.6,1896,157.16,224,12/28/2013
North Dakota,415.7,134,361.62,198,269.55,13,12/28/2013
Ohio,336.7,3039,211.43,2794,168.72,398,12/28/2013
Oklahoma,362.53,748,227.27,660,119.61,128,12/28/2013
Oregon,213.54,1606,188.36,1329,175.87,61,12/28/2013
Maryland,380.08,1954,248.53,1535,197.82,150,12/28/2013
Massachusetts,355,2868,297.16,2456,218.37,218,12/28/2013
Michigan,299.31,3035,277.5,2518,227.25,229,12/28/2013
Minnesota,370.92,1703,280.47,1525,179.36,100,12/28/2013
Mississippi,339.68,408,150.44,349,138.66,93,12/28/2013
Missouri,370.73,1555,241.34,1280,154.15,203,12/28/2013
Pennsylvania,372.89,3802,266.21,3181,192,361,12/28/2013
Rhode Island,331.72,527,262.74,359,207.93,33,12/28/2013
South Carolina,350.18,1145,202.1,896,176.93,119,12/28/2013
South Dakota,387.8,161,363.8,165,125.68,20,12/28/2013
Tennessee,359.22,1536,223.78,1215,201.64,145,12/28/2013
Texas,343.41,5967,235.89,5599,141.78,845,12/28/2013
Utah,291.94,683,233.54,659,169.84,42,12/28/2013
Vermont,379.88,277,323.31,224,187.06,24,12/28/2013
Virginia,374.24,2453,288.59,1940,220.69,200,12/28/2013
Washington,236.28,2336,191.81,2328,148.33,108,12/28/2013
West Virginia,360.98,349,197.75,367,158.25,40,12/28/2013
Wisconsin,357.56,1614,267.12,1355,228.19,124,12/28/2013
Wyoming,355.9,93,378.95,134,161.3,11,12/28/2013
Alabama,338.57,1533,207.69,1452,NA,182,12/28/2014
Alaska,303.02,350,270.82,474,NA,37,12/28/2014
Arizona,298.76,2630,209.51,2415,NA,305,12/28/2014
Arkansas,342.21,844,207.65,830,NA,145,12/28/2014
California,244.05,16474,189.42,19085,NA,1093,12/28/2014
Colorado,243.58,3133,195.46,2857,NA,178,12/28/2014
Connecticut,337.72,1828,267.92,2060,NA,125,12/28/2014
Delaware,364.19,490,234.98,428,NA,41,12/28/2014
District of Columbia,348.69,654,282.19,575,NA,49,12/28/2014
Florida,301.04,9346,217.01,8123,NA,695,12/28/2014
Georgia,324.33,4409,217.11,3449,NA,303,12/28/2014
Hawaii,307.88,451,264.08,519,NA,30,12/28/2014
Idaho,274.26,448,245.14,672,NA,35,12/28/2014
Illinois,353.84,5602,282.79,5501,NA,449,12/28/2014
Indiana,332.19,2381,214.47,2237,NA,326,12/28/2014
Iowa,364.9,969,289.76,1038,NA,120,12/28/2014
Kansas,350.51,1155,261.07,995,NA,138,12/28/2014
Kentucky,338.97,1482,182.17,1498,NA,180,12/28/2014
Louisiana,361.72,1514,240.84,1345,NA,316,12/28/2014
Maine,312.04,617,235,656,NA,61,12/28/2014
Montana,265.49,737,241.42,364,NA,32,12/28/2014
Nebraska,335.65,695,245.96,718,NA,76,12/28/2014
Nevada,266.8,1229,226.85,1427,NA,78,12/28/2014
New Hampshire,354.08,596,288.85,655,NA,51,12/28/2014
New Jersey,345.29,3047,286.54,4172,NA,256,12/28/2014
New Mexico,289.17,796,219.03,662,NA,68,12/28/2014
New York,343.93,7816,263.7,8677,NA,616,12/28/2014
North Carolina,345.47,4090,245.86,3020,NA,313,12/28/2014
North Dakota,394.28,211,340.32,326,NA,23,12/28/2014
Ohio,332.81,4229,218.87,4251,NA,549,12/28/2014
Oklahoma,354.38,1109,238.52,1068,NA,195,12/28/2014
Oregon,205.86,2174,180.85,2013,NA,95,12/28/2014
Maryland,365.94,2850,256.09,2451,NA,193,12/28/2014
Massachusetts,346.05,3985,286.1,3770,NA,289,12/28/2014
Michigan,288.66,3980,270.71,3716,NA,295,12/28/2014
Minnesota,351.66,2357,273.02,2456,NA,128,12/28/2014
Mississippi,335.48,608,150.65,548,NA,143,12/28/2014
Missouri,351.6,2209,245.59,2100,NA,299,12/28/2014
Pennsylvania,363.16,5508,269.5,4954,NA,503,12/28/2014
Rhode Island,317.06,719,260.02,557,NA,47,12/28/2014
South Carolina,337.27,1679,206,1405,NA,162,12/28/2014
South Dakota,357.05,222,348.85,255,NA,25,12/28/2014
Tennessee,349.15,2230,225.62,1908,NA,217,12/28/2014
Texas,334.24,8208,233.66,8536,NA,1144,12/28/2014
Utah,290.83,956,238.2,1051,NA,61,12/28/2014
Vermont,371.51,356,308.89,364,NA,32,12/28/2014
Virginia,364.8,3494,292.8,3070,NA,284,12/28/2014
Washington,232.94,3326,188.9,3549,NA,160,12/28/2014
West Virginia,359.53,550,223.58,543,NA,60,12/28/2014
Wisconsin,350.59,2236,272.96,2206,NA,167,12/28/2014
Wyoming,322.29,130,349.12,195,NA,12,12/28/2014
Alabama,338.9,1087,199.74,977,152.02,129,1/29/2014
Alaska,288.81,265,263.42,307,388.58,26,1/29/2014
Arizona,303.36,2011,210.01,1696,195.96,228,1/29/2014
Arkansas,360.17,597,182.51,569,128.03,116,1/29/2014
California,248.23,12530,192.91,13355,192.24,802,1/29/2014
Colorado,237.48,2297,198.62,1882,224.32,137,1/29/2014
Connecticut,347.13,1340,273.78,1382,252.88,94,1/29/2014
Delaware,372.79,360,225.52,283,199.88,34,1/29/2014
District of Columbia,349.35,462,293.71,368,211.38,40,1/29/2014
Florida,306.16,6785,219.62,5497,157.12,530,1/29/2014
Georgia,331.98,3228,214.41,2364,154.46,234,1/29/2014
Hawaii,307.73,337,272.28,366,162.11,26,1/29/2014
Idaho,275.16,326,257.47,463,133.75,22,1/29/2014
Illinois,356.96,4169,287.41,3800,176.48,350,1/29/2014
Indiana,336.02,1737,207.82,1519,161.44,255,1/29/2014
Iowa,369.88,722,292.3,682,251.78,105,1/29/2014
Kansas,354.93,861,261.95,664,113.7,111,1/29/2014
Kentucky,338.84,1056,181.61,1027,124.83,137,1/29/2014
Louisiana,374.54,1129,242.75,910,150.16,238,1/29/2014
Maine,319.04,470,260.26,450,214.8,52,1/29/2014
Montana,271.29,600,251.57,269,734.65,22,1/29/2014
Nebraska,350.38,530,248.3,528,142.51,63,1/29/2014
Nevada,270.53,934,219.23,968,252.49,63,1/29/2014
New Hampshire,376.92,449,286.06,471,561.24,39,1/29/2014
New Jersey,354.95,2316,292.92,2919,229.56,196,1/29/2014
New Mexico,293.77,585,205.27,452,63.7,42,1/29/2014
New York,352.38,6035,268.48,6093,190.35,496,1/29/2014
North Carolina,355.5,2908,247.61,1993,151.15,234,1/29/2014
North Dakota,408.78,142,333.35,214,331.9,15,1/29/2014
Ohio,336.68,3174,213.85,2946,167.48,413,1/29/2014
Oklahoma,364.63,787,228.69,712,120.54,134,1/29/2014
Oregon,212.47,1672,188.9,1381,174.1,64,1/29/2014
Maryland,379.15,2051,249.9,1630,194.99,154,1/29/2014
Massachusetts,353.06,2990,297.03,2570,217.65,224,1/29/2014
Michigan,298.09,3153,277.03,2633,228.04,233,1/29/2014
Minnesota,370.27,1781,278.69,1617,181.28,103,1/29/2014
Mississippi,339.13,427,148.96,366,145.96,103,1/29/2014
Missouri,367.58,1624,242.03,1348,150.74,212,1/29/2014
Pennsylvania,371.72,4009,265.91,3379,193.3,383,1/29/2014
Rhode Island,333.51,545,260.89,374,201.75,34,1/29/2014
South Carolina,346.37,1205,202.44,945,171.2,125,1/29/2014
South Dakota,389.9,170,368.26,173,125.68,20,1/29/2014
Tennessee,357.95,1621,224.91,1292,198.11,155,1/29/2014
Texas,341.89,6222,236.15,5947,142.72,887,1/29/2014
Utah,292.75,710,232.58,713,168.59,44,1/29/2014
Vermont,378.14,286,322.6,238,187.64,25,1/29/2014
Virginia,373.96,2577,287.83,2066,226.35,217,1/29/2014
Washington,235.54,2427,191.38,2458,155,112,1/29/2014
West Virginia,364.28,379,197.4,388,158.3,41,1/29/2014
Wisconsin,357.74,1693,270.59,1446,233.39,133,1/29/2014
Wyoming,354.03,94,378.64,137,161.3,11,1/29/2014
Alabama,335.7,1579,209.13,1520,NA,193,1/29/2015
Alaska,302.91,356,270.87,489,NA,37,1/29/2015
Arizona,297.23,2715,208.54,2515,NA,312,1/29/2015
Arkansas,341.9,869,209.24,866,NA,146,1/29/2015
California,243.27,16870,188.96,19708,NA,1120,1/29/2015
Colorado,243.06,3229,195.74,2975,NA,188,1/29/2015
Connecticut,336.19,1864,267,2135,NA,131,1/29/2015
Delaware,363.88,504,233.74,445,NA,43,1/29/2015
District of Columbia,347.98,673,282.62,605,NA,49,1/29/2015
Florida,300.18,9636,216.42,8480,NA,708,1/29/2015
Georgia,322.87,4575,216.93,3602,NA,311,1/29/2015
Hawaii,306.34,464,261.36,541,NA,30,1/29/2015
Idaho,275.17,466,243.18,693,NA,36,1/29/2015
Illinois,352.65,5771,282.48,5711,NA,459,1/29/2015
Indiana,331.83,2446,216.33,2329,NA,335,1/29/2015
Iowa,364.72,992,289.57,1087,NA,123,1/29/2015
Kansas,349.06,1189,260.15,1040,NA,142,1/29/2015
Kentucky,338.78,1538,173.78,1559,NA,182,1/29/2015
Louisiana,361.28,1576,240.95,1410,NA,329,1/29/2015
Maine,305.09,630,234.8,681,NA,64,1/29/2015
Montana,265.41,747,249.46,381,NA,32,1/29/2015
Nebraska,335.63,708,244.39,754,NA,76,1/29/2015
Nevada,265.5,1270,226.51,1474,NA,79,1/29/2015
New Hampshire,353.61,610,288.23,672,NA,52,1/29/2015
New Jersey,345.03,3146,285.74,4354,NA,263,1/29/2015
New Mexico,287.82,823,218.85,685,NA,71,1/29/2015
New York,343.14,8032,262.99,8995,NA,627,1/29/2015
North Carolina,344.55,4231,245.49,3146,NA,324,1/29/2015
North Dakota,387.11,216,337.1,342,NA,25,1/29/2015
Ohio,332.47,4379,219.94,4427,NA,561,1/29/2015
Oklahoma,352.85,1158,238.79,1101,NA,199,1/29/2015
Oregon,205.19,2224,180.61,2085,NA,99,1/29/2015
Maryland,362.92,2960,267.47,2558,NA,196,1/29/2015
Massachusetts,344.15,4090,284.64,3907,NA,293,1/29/2015
Michigan,287.35,4070,268.46,3857,NA,304,1/29/2015
Minnesota,347.89,2443,273.73,2567,NA,134,1/29/2015
Mississippi,336.88,636,151.57,574,NA,149,1/29/2015
Missouri,350.17,2279,245.77,2192,NA,304,1/29/2015
Pennsylvania,362.17,5667,269.78,5148,NA,516,1/29/2015
Rhode Island,316.78,731,256.92,587,NA,47,1/29/2015
South Carolina,337.62,1742,205.23,1449,NA,165,1/29/2015
South Dakota,357.66,224,347.92,260,NA,26,1/29/2015
Tennessee,347.64,2302,226.03,1993,NA,228,1/29/2015
Texas,333.47,8466,232.41,8873,NA,1173,1/29/2015
Utah,289.13,980,236.74,1098,NA,66,1/29/2015
Vermont,369.93,366,305.95,383,NA,32,1/29/2015
Virginia,364.65,3609,290.96,3199,NA,293,1/29/2015
Washington,232.9,3420,188.63,3669,NA,161,1/29/2015
West Virginia,357.74,563,226.26,562,NA,60,1/29/2015
Wisconsin,348.81,2303,271.22,2307,NA,168,1/29/2015
Wyoming,320.39,133,350.57,202,NA,12,1/29/2015
Alabama,341.08,1196,204.72,1079,146.22,140,3/29/2014
Alaska,287.59,286,255.81,342,388.58,26,3/29/2014
Arizona,302.73,2144,208.87,1844,193.56,250,3/29/2014
Arkansas,352.32,655,183.43,617,129.26,127,3/29/2014
California,246.82,13359,192.99,14457,192.06,862,3/29/2014
Colorado,237.49,2501,196.29,2074,226.75,149,3/29/2014
Connecticut,346.21,1433,275.68,1505,252.31,95,3/29/2014
Delaware,372.03,387,226.24,315,206.61,36,3/29/2014
District of Columbia,347.33,490,290.91,405,216.65,43,3/29/2014
Florida,304.88,7423,218.74,6047,152.85,573,3/29/2014
Georgia,329.51,3487,215.03,2577,152.82,249,3/29/2014
Hawaii,314.71,364,276.82,398,167.62,27,3/29/2014
Idaho,275.2,346,256.27,508,140.27,26,3/29/2014
Illinois,357.69,4490,286.73,4105,188.52,373,3/29/2014
Indiana,334.89,1877,209.51,1671,166.67,268,3/29/2014
Iowa,370.63,766,292.7,745,247.69,107,3/29/2014
Kansas,351.67,932,262.09,733,121.53,117,3/29/2014
Kentucky,339.33,1152,183.05,1125,125.28,146,3/29/2014
Louisiana,370.83,1202,244.63,994,147.62,256,3/29/2014
Maine,319.41,501,259.23,483,216.72,56,3/29/2014
Montana,269,627,250.94,296,660.67,25,3/29/2014
Nebraska,345.13,573,250.38,564,140.63,67,3/29/2014
Nevada,268.13,993,228.09,1061,252.49,63,3/29/2014
New Hampshire,361.02,478,290.22,502,677.38,41,3/29/2014
New Jersey,353.12,2461,291.96,3165,233.2,214,3/29/2014
New Mexico,291.43,628,213.71,491,75.24,46,3/29/2014
New York,350.25,6370,266.64,6583,204.64,521,3/29/2014
North Carolina,353.8,3167,245.92,2200,151.32,248,3/29/2014
North Dakota,401.73,163,354.34,235,347.51,17,3/29/2014
Ohio,335.8,3400,215.23,3238,165.02,439,3/29/2014
Oklahoma,364.43,848,228.79,779,121.24,151,3/29/2014
Oregon,210.91,1778,186.98,1497,167.35,71,3/29/2014
Maryland,376.86,2216,250.08,1776,190.34,165,3/29/2014
Massachusetts,350.24,3186,294.7,2776,217.88,239,3/29/2014
Michigan,295.38,3334,272.87,2835,229.02,244,3/29/2014
Minnesota,367.67,1910,277.08,1785,179.7,104,3/29/2014
Mississippi,343.79,467,147.09,406,141.71,117,3/29/2014
Missouri,368.46,1768,244.27,1491,150.52,224,3/29/2014
Pennsylvania,369.08,4356,267.6,3695,193.1,406,3/29/2014
Rhode Island,331.99,580,259.42,404,201.75,34,3/29/2014
