Member_number,itemDescription
4582,root vegetables
4582,specialty chocolate
4582,other vegetables
4583,pip fruit
4583,curd
4583,canned beer
4583,pork
4583,tropical fruit
4583,bottled beer
4583,frozen dessert
4583,dessert
4583,bottled water
4583,other vegetables
4584,chicken
4584,beef
4584,beef
4584,other vegetables
4584,citrus fruit
4584,yogurt
4584,tropical fruit
4584,newspapers
4584,bottled beer
4584,whole milk
4585,sausage
4585,oil
4585,other vegetables
4585,whipped/sour cream
4585,beef
4585,pork
4585,butter milk
4585,shopping bags
4585,canned beer
4585,specialty cheese
4585,tropical fruit
4585,soda
4585,brown bread
4585,whole milk
4585,yogurt
4585,domestic eggs
4585,yogurt
4585,beverages
4585,cat food
4585,rolls/buns
4585,pastry
4586,rolls/buns
4586,whole milk
4586,rolls/buns
4586,red/blush wine
4586,newspapers
4586,specialty bar
4586,bottled water
4587,salt
4587,seasonal products
4588,bottled beer
4588,butter
4588,rolls/buns
4588,tropical fruit
4588,newspapers
4588,coffee
4588,whole milk
4588,ham
4588,other vegetables
4588,tropical fruit
4588,pastry
4588,bottled beer
4588,soft cheese
4588,hard cheese
4588,bottled beer
4588,white wine
4588,flour
4588,detergent
4588,mayonnaise
4588,dishes
4588,whipped/sour cream
4589,white bread
4589,sausage
4589,sausage
4589,white wine
4589,pork
4589,tropical fruit
4589,frozen vegetables
4589,beverages
4589,whole milk
4589,beverages
4589,candy
4589,whole milk
4589,soda
4589,semi-finished bread
4589,napkins
4589,yogurt
4590,candy
4590,soda
4591,pastry
4591,zwieback
4591,pip fruit
4591,berries
4591,rolls/buns
4591,onions
4591,yogurt
4591,sliced cheese
4591,female sanitary products
4592,citrus fruit
4592,citrus fruit
4592,whole milk
4592,domestic eggs
4592,pastry
4592,herbs
4592,tropical fruit
4592,pork
4592,newspapers
4592,canned fish
4592,chocolate
4592,hamburger meat
4592,chewing gum
4592,newspapers
4592,other vegetables
4592,oil
4593,onions
4593,frankfurter
4593,other vegetables
4593,margarine
4593,whipped/sour cream
4593,other vegetables
4593,pickled vegetables
4593,rolls/buns
4593,hard cheese
4593,cream cheese 
4594,meat
4594,whipped/sour cream
4594,pork
4594,whole milk
4594,other vegetables
4594,whole milk
4594,chocolate
4594,onions
4594,butter milk
4594,meat spreads
4594,cat food
4594,soda
4594,tropical fruit
4594,bottled beer
4594,rolls/buns
4594,canned fish
4594,tea
4594,frozen vegetables
4595,yogurt
4595,frozen meals
4595,white bread
4595,salty snack
4596,hamburger meat
4596,sausage
4596,hygiene articles
4596,beverages
4596,whole milk
4596,bottled water
4596,dessert
4596,canned vegetables
4596,soda
4596,white wine
4597,frankfurter
4597,finished products
4597,ice cream
4597,seasonal products
4597,whipped/sour cream
4597,long life bakery product
4598,cream cheese 
4598,curd
4598,whole milk
4598,root vegetables
4598,frankfurter
4598,citrus fruit
4598,beverages
4598,root vegetables
4598,other vegetables
4598,brown bread
4598,whole milk
4598,dish cleaner
4598,mustard
4598,pot plants
4598,curd
4598,yogurt
4598,pickled vegetables
4598,hygiene articles
4599,frankfurter
4599,pastry
4599,other vegetables
4599,chocolate
4600,root vegetables
4600,beef
4600,salty snack
4600,margarine
4600,whole milk
4600,baking powder
4600,domestic eggs
4600,fruit/vegetable juice
4600,berries
4600,whipped/sour cream
4600,cat food
4601,pip fruit
4601,pork
4601,cat food
4601,pot plants
4601,sausage
4601,long life bakery product
4601,other vegetables
4601,salty snack
4601,rolls/buns
4601,other vegetables
4601,yogurt
4601,root vegetables
4601,ketchup
4601,specialty chocolate
4601,cream cheese 
4602,beef
4602,frozen vegetables
4602,coffee
4603,pork
4603,whole milk
4603,brown bread
4603,bathroom cleaner
4603,root vegetables
4603,newspapers
4603,cat food
4603,popcorn
4603,shopping bags
4603,hygiene articles
4604,other vegetables
4604,specialty chocolate
4604,margarine
4604,soda
4605,pork
4605,frankfurter
4605,bottled water
4605,butter
4605,margarine
4605,yogurt
4606,pastry
4606,canned beer
4606,whole milk
4606,rolls/buns
4606,bottled beer
4606,whole milk
4606,dishes
4606,grapes
4606,long life bakery product
4606,fruit/vegetable juice
4606,fruit/vegetable juice
4606,candy
4606,salt
4607,white wine
4607,ice cream
4607,pastry
4607,margarine
4607,soda
4607,sliced cheese
4607,specialty bar
4607,pastry
4608,fruit/vegetable juice
4608,whole milk
4608,frankfurter
4608,hamburger meat
4608,cream cheese 
4608,frozen vegetables
4608,canned beer
4608,ketchup
4608,fruit/vegetable juice
4608,whole milk
4608,chocolate
4608,candy
4609,whole milk
4609,beef
4609,herbs
4609,spices
4610,pip fruit
4610,pip fruit
4610,yogurt
4610,hamburger meat
4610,sliced cheese
4610,newspapers
4610,brown bread
4610,dessert
4610,cream cheese 
4610,candy
4610,curd
4610,chocolate
4611,other vegetables
4611,cereals
4611,cooking chocolate
4611,whole milk
4611,bottled water
4612,sausage
4612,butter
4612,other vegetables
4612,bottled beer
4613,pork
4613,long life bakery product
4613,packaged fruit/vegetables
4613,brown bread
4613,fruit/vegetable juice
4613,butter
4613,pet care
4613,shopping bags
4613,fruit/vegetable juice
4613,rolls/buns
4613,newspapers
4613,domestic eggs
4614,root vegetables
4614,pip fruit
4614,vinegar
4614,salty snack
4614,sausage
4614,rolls/buns
4614,butter
4614,whole milk
4614,sugar
4614,newspapers
4615,grapes
4615,whole milk
4615,yogurt
4615,canned fish
4615,frozen potato products
4616,canned beer
4616,canned beer
4616,other vegetables
4616,root vegetables
4616,whole milk
4616,semi-finished bread
4616,hamburger meat
4616,condensed milk
4616,hard cheese
4616,ice cream
4616,pastry
4616,pastry
4616,Instant food products
4617,yogurt
4617,newspapers
4617,whole milk
4617,bottled water
4617,coffee
4617,brandy
4617,brown bread
4617,berries
4617,soft cheese
4618,frankfurter
4618,newspapers
4618,cocoa drinks
4618,brown bread
4618,sliced cheese
4618,fruit/vegetable juice
4618,sliced cheese
4618,other vegetables
4618,butter
4618,other vegetables
4618,pickled vegetables
4618,specialty chocolate
4619,tropical fruit
4619,chicken
4619,UHT-milk
4619,ice cream
4619,whole milk
4620,sausage
4620,whole milk
4620,root vegetables
4620,berries
4620,other vegetables
4620,semi-finished bread
4620,shopping bags
4620,bottled beer
4620,yogurt
4621,chicken
4621,salt
4622,chicken
4622,brown bread
4622,citrus fruit
4622,sliced cheese
4622,cream cheese 
4622,whipped/sour cream
4622,bottled water
4622,shopping bags
4623,sugar
4623,brandy
4623,salty snack
4623,rolls/buns
4623,bottled water
4623,whipped/sour cream
4623,whole milk
4623,shopping bags
4623,salty snack
4623,frozen vegetables
4623,cat food
4623,newspapers
4623,shopping bags
4623,white bread
4624,frankfurter
4624,pip fruit
4624,pork
4624,tropical fruit
4624,soda
4624,fruit/vegetable juice
4624,coffee
4624,frozen vegetables
4624,sliced cheese
4624,whipped/sour cream
4624,candy
4624,soda
4624,vinegar
4624,other vegetables
4624,softener
4624,yogurt
4624,margarine
4624,napkins
4624,napkins
4624,pastry
4624,shopping bags
4624,pot plants
4625,sausage
4625,white bread
4625,pasta
4625,whipped/sour cream
4625,bottled water
4626,meat
4626,root vegetables
4626,rolls/buns
4626,pastry
4626,canned beer
4626,root vegetables
4626,potato products
4627,canned beer
4627,soft cheese
4627,curd
4627,specialty chocolate
4628,fish
4628,salty snack
4628,soda
4628,citrus fruit
4628,butter
4628,whole milk
4628,ham
4628,bottled water
4628,bottled beer
4628,yogurt
4628,bottled beer
4628,berries
4628,butter milk
4628,napkins
4628,UHT-milk
4628,coffee
4628,zwieback
4628,curd
4628,napkins
4628,specialty chocolate
4629,citrus fruit
4629,canned vegetables
4629,sugar
4629,whipped/sour cream
4629,candy
4629,whole milk
4629,pickled vegetables
4629,shopping bags
4629,fruit/vegetable juice
4629,yogurt
4630,grapes
4630,canned fish
4631,pip fruit
4631,soda
4632,frankfurter
4632,onions
4632,pork
4632,root vegetables
4632,turkey
4632,canned beer
4632,whole milk
4632,soda
4632,soda
4632,rolls/buns
4633,chicken
4633,bottled water
4633,tropical fruit
4633,citrus fruit
4633,ham
4633,onions
4633,white bread
4633,brown bread
4633,bottled water
4633,rolls/buns
4633,yogurt
4633,specialty chocolate
4633,soda
4633,pickled vegetables
4634,ham
4634,pip fruit
4634,citrus fruit
4634,pork
4634,pork
4634,hard cheese
4634,oil
4634,soda
4634,specialty chocolate
4635,butter
4635,baking powder
4635,yogurt
4635,whole milk
4635,sugar
4635,root vegetables
4635,margarine
4635,bottled water
4636,frankfurter
4636,yogurt
4636,ham
4636,tropical fruit
4636,misc. beverages
4636,citrus fruit
4636,soda
4636,tropical fruit
4636,sauces
4636,photo/film
4636,specialty chocolate
4636,frozen fish
4636,whole milk
4636,salt
4636,pastry
4636,specialty chocolate
4636,other vegetables
4637,whole milk
4637,chicken
4637,pastry
4637,bottled water
4637,herbs
4637,pastry
4637,butter milk
4637,napkins
4637,meat spreads
4637,rolls/buns
4637,liquor
4638,root vegetables
4638,nuts/prunes
4638,root vegetables
4638,salty snack
4638,margarine
4638,shopping bags
4638,whipped/sour cream
4638,photo/film
4639,butter milk
4639,hygiene articles
4640,root vegetables
4640,domestic eggs
4640,waffles
4640,rolls/buns
4640,pip fruit
4640,coffee
4640,shopping bags
4640,bottled water
4640,bottled water
4641,ham
4641,meat
4641,bottled water
4641,root vegetables
4641,waffles
4641,other vegetables
4641,pip fruit
4641,whole milk
4641,specialty chocolate
4641,cereals
4642,rolls/buns
4642,newspapers
4642,shopping bags
4642,domestic eggs
4643,other vegetables
4643,tidbits
4643,whole milk
4643,ice cream
4643,sausage
4643,cookware
4643,other vegetables
4643,coffee
4643,dessert
4643,brown bread
4643,photo/film
4643,UHT-milk
4643,bottled beer
4643,bottled water
4643,cat food
4643,flour
4644,dog food
4644,misc. beverages
4644,hygiene articles
4644,other vegetables
4644,brown bread
4644,Instant food products
4645,domestic eggs
4645,organic sausage
4645,tropical fruit
4645,yogurt
4645,other vegetables
4645,chewing gum
4645,white bread
4645,hamburger meat
4645,whole milk
4645,soda
4645,bottled beer
4645,baking powder
4645,brown bread
4645,butter
4645,soda
4645,yogurt
4645,fruit/vegetable juice
4645,oil
4645,rolls/buns
4645,waffles
4646,frankfurter
4646,other vegetables
4646,UHT-milk
4646,whole milk
4646,candy
4646,whole milk
4646,hamburger meat
4646,bottled water
4646,other vegetables
4646,shopping bags
4646,specialty fat
4646,dishes
4647,soda
4647,meat
4647,hard cheese
4647,fruit/vegetable juice
4648,ham
4648,brown bread
4648,whole milk
4648,onions
4648,instant coffee
4648,bottled water
4648,yogurt
4648,flour
4648,whipped/sour cream
4649,canned beer
4649,canned beer
4649,chewing gum
4649,rolls/buns
4649,other vegetables
4649,shopping bags
4649,fruit/vegetable juice
4649,cream cheese 
4649,root vegetables
4649,soda
4649,waffles
4650,curd
4650,rolls/buns
4650,whole milk
4650,rolls/buns
4650,soda
4650,rolls/buns
4650,UHT-milk
4650,shopping bags
4650,pastry
4650,shopping bags
4650,roll products 
4651,photo/film
4651,white wine
4651,rolls/buns
4651,citrus fruit
4651,whole milk
4651,rolls/buns
4651,chewing gum
4651,sugar
4652,butter milk
4652,yogurt
4652,hamburger meat
4652,baking powder
4652,zwieback
4652,frozen fish
4652,other vegetables
4652,bottled water
4652,chocolate
4652,hygiene articles
4652,butter
4652,popcorn
4652,pot plants
4653,ice cream
4653,fruit/vegetable juice
4653,yogurt
4653,rolls/buns
4654,grapes
4654,rolls/buns
4654,root vegetables
4654,whipped/sour cream
4654,frozen vegetables
4654,shopping bags
4654,soda
4655,whole milk
4655,meat
4655,other vegetables
4655,citrus fruit
4655,beef
4655,whole milk
4655,pip fruit
4655,rolls/buns
4655,other vegetables
4655,oil
4656,photo/film
4656,frankfurter
4656,onions
4656,white wine
4656,liquor
4656,rolls/buns
4656,hamburger meat
4656,curd
4656,condensed milk
4656,root vegetables
4656,grapes
4656,coffee
4656,cat food
4656,vinegar
4656,other vegetables
4656,other vegetables
4656,soda
4656,cat food
4656,frozen dessert
4656,oil
4656,newspapers
4657,pork
4657,sausage
4657,bottled beer
4657,beef
4657,other vegetables
4657,chocolate
4657,processed cheese
4657,chocolate
4657,yogurt
4657,snack products
4657,other vegetables
4657,frozen vegetables
4657,margarine
4657,rolls/buns
4657,bottled beer
4657,bottled water
4657,oil
4657,soda
4657,flour
4657,red/blush wine
4658,sausage
4658,canned beer
4658,other vegetables
4658,pastry
4658,canned beer
4658,pip fruit
4658,dish cleaner
4658,frozen vegetables
4659,grapes
4659,frozen dessert
4659,sliced cheese
4659,white wine
4659,whole milk
4659,soda
4659,pasta
4659,root vegetables
4660,frozen vegetables
4660,pork
4660,dishes
4660,root vegetables
4660,specialty chocolate
4660,pastry
4660,soda
4660,yogurt
4661,chicken
4661,condensed milk
4661,other vegetables
4661,hamburger meat
4661,whipped/sour cream
4661,whole milk
4661,flower (seeds)
4661,onions
4661,rolls/buns
4661,salty snack
4661,other vegetables
4661,candy
4661,butter
4661,rolls/buns
4661,cream cheese 
4661,organic products
4661,soda
4662,rolls/buns
4662,rolls/buns
4662,pastry
4662,canned beer
4662,pip fruit
4662,frozen meals
4662,other vegetables
4662,rolls/buns
4662,sugar
4662,other vegetables
4662,rolls/buns
4662,brown bread
4662,bottled water
4662,butter milk
4662,soft cheese
4662,shopping bags
4663,fruit/vegetable juice
4663,canned beer
4663,coffee
4663,flower (seeds)
4663,whole milk
4663,domestic eggs
4664,rolls/buns
4664,citrus fruit
4664,beef
4664,root vegetables
4664,frozen vegetables
4664,bottled water
4664,rolls/buns
4664,waffles
4665,sausage
4665,soda
4665,whole milk
4665,whole milk
4665,rolls/buns
4665,cat food
4665,shopping bags
4665,cake bar
4666,root vegetables
4666,whipped/sour cream
4666,ham
4666,instant coffee
4666,yogurt
4666,frozen vegetables
4666,bottled beer
4666,margarine
4666,whole milk
4666,butter milk
4666,beef
4666,long life bakery product
4666,other vegetables
4666,dessert
4666,bottled water
4666,whole milk
4666,fruit/vegetable juice
4666,house keeping products
4666,semi-finished bread
4666,shopping bags
4667,root vegetables
4667,frankfurter
4667,beef
4667,sausage
4667,rolls/buns
4667,canned beer
4667,soda
4667,rolls/buns
4667,other vegetables
4667,condensed milk
4667,other vegetables
4667,rolls/buns
4667,cream cheese 
4667,white wine
4667,waffles
4667,fruit/vegetable juice
4667,chocolate
4668,other vegetables
4668,chicken
4668,long life bakery product
4668,frozen vegetables
4668,waffles
4668,newspapers
4669,whole milk
4669,whole milk
4669,tropical fruit
4669,whipped/sour cream
4669,other vegetables
4669,pastry
4669,specialty chocolate
4669,whole milk
4669,domestic eggs
4669,kitchen towels
4670,sausage
4670,whole milk
4670,mustard
4670,whole milk
4670,root vegetables
4670,whole milk
4670,newspapers
4671,sausage
4671,hamburger meat
4671,frankfurter
4671,instant coffee
4671,sausage
4671,curd
4671,other vegetables
4671,root vegetables
4671,whole milk
4671,newspapers
4671,coffee
4671,instant coffee
4671,flower (seeds)
4671,whipped/sour cream
4671,whole milk
4671,sugar
4671,soda
4671,house keeping products
4671,rolls/buns
4671,rolls/buns
4671,canned fish
4671,domestic eggs
4672,whole milk
